date,goal,category,completed,week_label,sheet
2025-06-27,Vitamins,daily,0,Week 4,June2025
2025-06-28,Vitamins,daily,0,Week 4,June2025
2025-06-29,Vitamins,daily,0,Week 4,June2025
2025-06-16,Duolingo,daily,0,Week 3,June2025
2025-06-17,Duolingo,daily,0,Week 3,June2025
2025-06-18,Duolingo,daily,0,Week 3,June2025
2025-06-19,Duolingo,daily,0,Week 3,June2025
2025-06-20,Duolingo,daily,0,Week 3,June2025
2025-06-21,Duolingo,daily,0,Week 3,June2025
2025-06-22,Duolingo,daily,0,Week 3,June2025
2025-06-23,Duolingo,daily,0,Week 4,June2025
2025-06-24,Duolingo,daily,0,Week 4,June2025
2025-06-25,Duolingo,daily,0,Week 4,June2025
2025-06-26,Duolingo,daily,0,Week 4,June2025
2025-06-27,Duolingo,daily,0,Week 4,June2025
2025-06-28,Duolingo,daily,0,Week 4,June2025
2025-06-29,Duolingo,daily,0,Week 4,June2025
2025-06-16,Cleaning,weekly,0,Week 3,June2025
2025-06-23,Cleaning,weekly,1,Week 4,June2025
2025-06-16,Grocery Shop,weekly,0,Week 3,June2025
2025-06-23,Grocery Shop,weekly,1,Week 4,June2025
2025-06-16,Meal Prep,weekly,0,Week 3,June2025
2025-06-23,Meal Prep,weekly,0,Week 4,June2025
2025-06-16,Gym Bag,weekly,0,Week 3,June2025
2025-06-23,Gym Bag,weekly,0,Week 4,June2025
2025-06-16,Recycling,weekly,0,Week 3,June2025
2025-06-23,Recycling,weekly,0,Week 4,June2025
2025-06-16,Trash,weekly,0,Week 3,June2025
2025-06-23,Trash,weekly,1,Week 4,June2025
2025-06-16,Shave/Trim,weekly,0,Week 3,June2025
2025-06-23,Shave/Trim,weekly,1,Week 4,June2025
2025-06-16,Water Plants,weekly,0,Week 3,June2025
2025-06-23,Water Plants,weekly,1,Week 4,June2025
2025-06-16,Weekend Exercise,weekly,0,Week 3,June2025
2025-06-23,Weekend Exercise,weekly,0,Week 4,June2025
2025-07-07,Exercise,daily,1,Week 1,July2025
2025-07-08,Exercise,daily,1,Week 1,July2025
2025-07-09,Exercise,daily,0,Week 1,July2025
2025-07-10,Exercise,daily,0,Week 1,July2025
2025-07-11,Exercise,daily,0,Week 1,July2025
2025-07-12,Exercise,daily,0,Week 1,July2025
2025-07-13,Exercise,daily,0,Week 1,July2025
2025-07-14,Exercise,daily,1,Week 2,July2025
2025-07-15,Exercise,daily,0,Week 2,July2025
2025-07-16,Exercise,daily,1,Week 2,July2025
2025-07-17,Exercise,daily,0,Week 2,July2025
2025-07-18,Exercise,daily,0,Week 2,July2025
2025-07-19,Exercise,daily,0,Week 2,July2025
2025-07-20,Exercise,daily,0,Week 2,July2025
2025-07-07,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-08,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-09,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-10,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-11,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-12,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-13,Stretch/Yoga (>20min),daily,0,Week 1,July2025
2025-07-14,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-15,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-16,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-17,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-18,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-19,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-20,Stretch/Yoga (>20min),daily,0,Week 2,July2025
2025-07-07,Social Media (<limit),daily,1,Week 1,July2025
2025-07-08,Social Media (<limit),daily,1,Week 1,July2025
2025-07-09,Social Media (<limit),daily,0,Week 1,July2025
2025-07-10,Social Media (<limit),daily,0,Week 1,July2025
2025-07-11,Social Media (<limit),daily,0,Week 1,July2025
2025-07-12,Social Media (<limit),daily,0,Week 1,July2025
2025-07-13,Social Media (<limit),daily,0,Week 1,July2025
2025-07-14,Social Media (<limit),daily,0,Week 2,July2025
2025-07-15,Social Media (<limit),daily,0,Week 2,July2025
2025-07-16,Social Media (<limit),daily,0,Week 2,July2025
2025-07-17,Social Media (<limit),daily,0,Week 2,July2025
2025-07-18,Social Media (<limit),daily,0,Week 2,July2025
2025-07-19,Social Media (<limit),daily,0,Week 2,July2025
2025-07-20,Social Media (<limit),daily,0,Week 2,July2025
2025-07-07,Eat in,daily,1,Week 1,July2025
2025-07-08,Eat in,daily,0,Week 1,July2025
2025-07-09,Eat in,daily,0,Week 1,July2025
2025-07-10,Eat in,daily,0,Week 1,July2025
2025-07-11,Eat in,daily,0,Week 1,July2025
2025-07-12,Eat in,daily,0,Week 1,July2025
2025-07-13,Eat in,daily,0,Week 1,July2025
2025-07-14,Eat in,daily,0,Week 2,July2025
2025-07-15,Eat in,daily,0,Week 2,July2025
2025-07-16,Eat in,daily,0,Week 2,July2025
2025-07-17,Eat in,daily,0,Week 2,July2025
2025-07-18,Eat in,daily,0,Week 2,July2025
2025-07-19,Eat in,daily,0,Week 2,July2025
2025-07-20,Eat in,daily,0,Week 2,July2025
2025-07-07,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-08,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-09,Review Budget/Goals,daily,1,Week 1,July2025
2025-07-10,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-11,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-12,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-13,Review Budget/Goals,daily,0,Week 1,July2025
2025-07-14,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-15,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-16,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-17,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-18,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-19,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-20,Review Budget/Goals,daily,0,Week 2,July2025
2025-07-07,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-08,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-09,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-10,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-11,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-12,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-13,(2x)Brush+(1x)Floss,daily,0,Week 1,July2025
2025-07-14,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-15,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-16,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-17,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-18,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-19,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-20,(2x)Brush+(1x)Floss,daily,0,Week 2,July2025
2025-07-07,Water (3L),daily,1,Week 1,July2025
2025-07-08,Water (3L),daily,1,Week 1,July2025
2025-07-09,Water (3L),daily,0,Week 1,July2025
2025-07-10,Water (3L),daily,0,Week 1,July2025
2025-07-11,Water (3L),daily,0,Week 1,July2025
2025-07-12,Water (3L),daily,0,Week 1,July2025
2025-07-13,Water (3L),daily,0,Week 1,July2025
2025-07-14,Water (3L),daily,0,Week 2,July2025
2025-07-15,Water (3L),daily,0,Week 2,July2025
2025-07-16,Water (3L),daily,0,Week 2,July2025
2025-07-17,Water (3L),daily,0,Week 2,July2025
2025-07-18,Water (3L),daily,0,Week 2,July2025
2025-07-19,Water (3L),daily,0,Week 2,July2025
2025-07-20,Water (3L),daily,0,Week 2,July2025
2025-07-07,7 hours sleep,daily,0,Week 1,July2025
2025-07-08,7 hours sleep,daily,1,Week 1,July2025
2025-07-09,7 hours sleep,daily,1,Week 1,July2025
2025-07-10,7 hours sleep,daily,0,Week 1,July2025
2025-07-11,7 hours sleep,daily,0,Week 1,July2025
2025-07-12,7 hours sleep,daily,0,Week 1,July2025
2025-07-13,7 hours sleep,daily,0,Week 1,July2025
2025-07-14,7 hours sleep,daily,0,Week 2,July2025
2025-07-15,7 hours sleep,daily,0,Week 2,July2025
2025-07-16,7 hours sleep,daily,0,Week 2,July2025
2025-07-17,7 hours sleep,daily,0,Week 2,July2025
2025-07-18,7 hours sleep,daily,0,Week 2,July2025
2025-07-19,7 hours sleep,daily,0,Week 2,July2025
2025-07-20,7 hours sleep,daily,0,Week 2,July2025
2025-07-07,Clean (~20 min),daily,1,Week 1,July2025
2025-07-08,Clean (~20 min),daily,0,Week 1,July2025
2025-07-09,Clean (~20 min),daily,0,Week 1,July2025
2025-07-10,Clean (~20 min),daily,0,Week 1,July2025
2025-07-11,Clean (~20 min),daily,0,Week 1,July2025
2025-07-12,Clean (~20 min),daily,0,Week 1,July2025
2025-07-13,Clean (~20 min),daily,0,Week 1,July2025
2025-07-14,Clean (~20 min),daily,0,Week 2,July2025
2025-07-15,Clean (~20 min),daily,0,Week 2,July2025
2025-07-16,Clean (~20 min),daily,0,Week 2,July2025
2025-07-17,Clean (~20 min),daily,0,Week 2,July2025
2025-07-18,Clean (~20 min),daily,0,Week 2,July2025
2025-07-19,Clean (~20 min),daily,0,Week 2,July2025
2025-07-20,Clean (~20 min),daily,0,Week 2,July2025
2025-07-07,Read (~20 min),daily,0,Week 1,July2025
2025-07-08,Read (~20 min),daily,0,Week 1,July2025
2025-07-09,Read (~20 min),daily,0,Week 1,July2025
2025-07-10,Read (~20 min),daily,0,Week 1,July2025
2025-07-11,Read (~20 min),daily,0,Week 1,July2025
2025-07-12,Read (~20 min),daily,0,Week 1,July2025
2025-07-13,Read (~20 min),daily,0,Week 1,July2025
2025-07-14,Read (~20 min),daily,0,Week 2,July2025
2025-07-15,Read (~20 min),daily,0,Week 2,July2025
2025-07-16,Read (~20 min),daily,0,Week 2,July2025
2025-07-17,Read (~20 min),daily,0,Week 2,July2025
2025-07-18,Read (~20 min),daily,0,Week 2,July2025
2025-07-19,Read (~20 min),daily,0,Week 2,July2025
2025-07-20,Read (~20 min),daily,0,Week 2,July2025
2025-07-07,Vitamins,daily,1,Week 1,July2025
2025-07-08,Vitamins,daily,0,Week 1,July2025
2025-07-09,Vitamins,daily,0,Week 1,July2025
2025-07-10,Vitamins,daily,0,Week 1,July2025
2025-07-11,Vitamins,daily,0,Week 1,July2025
2025-07-12,Vitamins,daily,0,Week 1,July2025
2025-07-13,Vitamins,daily,0,Week 1,July2025
2025-07-14,Vitamins,daily,0,Week 2,July2025
2025-07-15,Vitamins,daily,0,Week 2,July2025
2025-07-16,Vitamins,daily,0,Week 2,July2025
2025-07-17,Vitamins,daily,0,Week 2,July2025
2025-07-18,Vitamins,daily,0,Week 2,July2025
2025-07-19,Vitamins,daily,0,Week 2,July2025
2025-07-20,Vitamins,daily,0,Week 2,July2025
2025-07-07,Duolingo,daily,0,Week 1,July2025
2025-07-08,Duolingo,daily,0,Week 1,July2025
2025-07-09,Duolingo,daily,0,Week 1,July2025
2025-07-10,Duolingo,daily,0,Week 1,July2025
2025-07-11,Duolingo,daily,0,Week 1,July2025
2025-07-12,Duolingo,daily,0,Week 1,July2025
2025-07-13,Duolingo,daily,0,Week 1,July2025
2025-07-14,Duolingo,daily,0,Week 2,July2025
2025-07-15,Duolingo,daily,0,Week 2,July2025
2025-07-16,Duolingo,daily,0,Week 2,July2025
2025-07-17,Duolingo,daily,0,Week 2,July2025
2025-07-18,Duolingo,daily,0,Week 2,July2025
2025-07-19,Duolingo,daily,0,Week 2,July2025
2025-07-20,Duolingo,daily,0,Week 2,July2025
2025-07-21,Exercise,daily,1,Week 3,July2025
2025-07-22,Exercise,daily,0,Week 3,July2025
2025-07-23,Exercise,daily,0,Week 3,July2025
2025-07-24,Exercise,daily,0,Week 3,July2025
2025-07-25,Exercise,daily,0,Week 3,July2025
2025-07-26,Exercise,daily,0,Week 3,July2025
2025-07-27,Exercise,daily,0,Week 3,July2025
2025-07-28,Exercise,daily,0,Week 4,July2025
2025-07-29,Exercise,daily,0,Week 4,July2025
2025-07-30,Exercise,daily,0,Week 4,July2025
2025-07-31,Exercise,daily,0,Week 4,July2025
2025-08-01,Exercise,daily,0,Week 4,July2025
2025-08-02,Exercise,daily,0,Week 4,July2025
2025-08-03,Exercise,daily,0,Week 4,July2025
2025-07-21,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-22,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-23,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-24,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-25,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-26,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-27,Stretch/Yoga (>20min),daily,0,Week 3,July2025
2025-07-28,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-07-29,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-07-30,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-07-31,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-08-01,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-08-02,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-08-03,Stretch/Yoga (>20min),daily,0,Week 4,July2025
2025-07-21,Social Media (<limit),daily,0,Week 3,July2025
2025-07-22,Social Media (<limit),daily,0,Week 3,July2025
2025-07-23,Social Media (<limit),daily,0,Week 3,July2025
2025-07-24,Social Media (<limit),daily,0,Week 3,July2025
2025-07-25,Social Media (<limit),daily,0,Week 3,July2025
2025-07-26,Social Media (<limit),daily,0,Week 3,July2025
2025-07-27,Social Media (<limit),daily,0,Week 3,July2025
2025-07-28,Social Media (<limit),daily,0,Week 4,July2025
2025-07-29,Social Media (<limit),daily,0,Week 4,July2025
2025-07-30,Social Media (<limit),daily,0,Week 4,July2025
2025-07-31,Social Media (<limit),daily,0,Week 4,July2025
2025-08-01,Social Media (<limit),daily,0,Week 4,July2025
2025-08-02,Social Media (<limit),daily,0,Week 4,July2025
2025-08-03,Social Media (<limit),daily,0,Week 4,July2025
2025-07-21,Eat in,daily,0,Week 3,July2025
2025-07-22,Eat in,daily,0,Week 3,July2025
2025-07-23,Eat in,daily,0,Week 3,July2025
2025-07-24,Eat in,daily,0,Week 3,July2025
2025-07-25,Eat in,daily,0,Week 3,July2025
2025-07-26,Eat in,daily,0,Week 3,July2025
2025-07-27,Eat in,daily,0,Week 3,July2025
2025-07-28,Eat in,daily,0,Week 4,July2025
2025-07-29,Eat in,daily,0,Week 4,July2025
2025-07-30,Eat in,daily,0,Week 4,July2025
2025-07-31,Eat in,daily,0,Week 4,July2025
2025-08-01,Eat in,daily,0,Week 4,July2025
2025-08-02,Eat in,daily,0,Week 4,July2025
2025-08-03,Eat in,daily,0,Week 4,July2025
2025-07-21,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-22,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-23,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-24,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-25,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-26,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-27,Review Budget/Goals,daily,0,Week 3,July2025
2025-07-28,Review Budget/Goals,daily,0,Week 4,July2025
2025-07-29,Review Budget/Goals,daily,0,Week 4,July2025
2025-07-30,Review Budget/Goals,daily,0,Week 4,July2025
2025-07-31,Review Budget/Goals,daily,0,Week 4,July2025
2025-08-01,Review Budget/Goals,daily,0,Week 4,July2025
2025-08-02,Review Budget/Goals,daily,0,Week 4,July2025
2025-08-03,Review Budget/Goals,daily,0,Week 4,July2025
2025-07-21,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-22,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-23,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-24,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-25,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-26,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-27,(2x)Brush+(1x)Floss,daily,0,Week 3,July2025
2025-07-28,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-07-29,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-07-30,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-07-31,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-08-01,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-08-02,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-08-03,(2x)Brush+(1x)Floss,daily,0,Week 4,July2025
2025-07-21,Water (3L),daily,0,Week 3,July2025
2025-07-22,Water (3L),daily,0,Week 3,July2025
2025-07-23,Water (3L),daily,0,Week 3,July2025
2025-07-24,Water (3L),daily,0,Week 3,July2025
2025-07-25,Water (3L),daily,0,Week 3,July2025
2025-07-26,Water (3L),daily,0,Week 3,July2025
2025-07-27,Water (3L),daily,0,Week 3,July2025
2025-07-28,Water (3L),daily,0,Week 4,July2025
2025-07-29,Water (3L),daily,0,Week 4,July2025
2025-07-30,Water (3L),daily,0,Week 4,July2025
2025-07-31,Water (3L),daily,0,Week 4,July2025
2025-08-01,Water (3L),daily,0,Week 4,July2025
2025-08-02,Water (3L),daily,0,Week 4,July2025
2025-08-03,Water (3L),daily,0,Week 4,July2025
2025-07-21,7 hours sleep,daily,0,Week 3,July2025
2025-07-22,7 hours sleep,daily,0,Week 3,July2025
2025-07-23,7 hours sleep,daily,0,Week 3,July2025
2025-07-24,7 hours sleep,daily,0,Week 3,July2025
2025-07-25,7 hours sleep,daily,0,Week 3,July2025
2025-07-26,7 hours sleep,daily,0,Week 3,July2025
2025-07-27,7 hours sleep,daily,0,Week 3,July2025
2025-07-28,7 hours sleep,daily,0,Week 4,July2025
2025-07-29,7 hours sleep,daily,0,Week 4,July2025
2025-07-30,7 hours sleep,daily,0,Week 4,July2025
2025-07-31,7 hours sleep,daily,0,Week 4,July2025
2025-08-01,7 hours sleep,daily,0,Week 4,July2025
2025-08-02,7 hours sleep,daily,0,Week 4,July2025
2025-08-03,7 hours sleep,daily,0,Week 4,July2025
2025-07-21,Clean (~20 min),daily,0,Week 3,July2025
2025-07-22,Clean (~20 min),daily,0,Week 3,July2025
2025-07-23,Clean (~20 min),daily,0,Week 3,July2025
2025-07-24,Clean (~20 min),daily,0,Week 3,July2025
2025-07-25,Clean (~20 min),daily,0,Week 3,July2025
2025-07-26,Clean (~20 min),daily,0,Week 3,July2025
2025-07-27,Clean (~20 min),daily,0,Week 3,July2025
2025-07-28,Clean (~20 min),daily,0,Week 4,July2025
2025-07-29,Clean (~20 min),daily,0,Week 4,July2025
2025-07-30,Clean (~20 min),daily,0,Week 4,July2025
2025-07-31,Clean (~20 min),daily,0,Week 4,July2025
2025-08-01,Clean (~20 min),daily,0,Week 4,July2025
2025-08-02,Clean (~20 min),daily,0,Week 4,July2025
2025-08-03,Clean (~20 min),daily,0,Week 4,July2025
2025-07-21,Read (~20 min),daily,0,Week 3,July2025
2025-07-22,Read (~20 min),daily,0,Week 3,July2025
2025-07-23,Read (~20 min),daily,0,Week 3,July2025
2025-07-24,Read (~20 min),daily,0,Week 3,July2025
2025-07-25,Read (~20 min),daily,0,Week 3,July2025
2025-07-26,Read (~20 min),daily,0,Week 3,July2025
2025-07-27,Read (~20 min),daily,0,Week 3,July2025
2025-07-28,Read (~20 min),daily,0,Week 4,July2025
2025-07-29,Read (~20 min),daily,0,Week 4,July2025
2025-07-30,Read (~20 min),daily,0,Week 4,July2025
2025-07-31,Read (~20 min),daily,0,Week 4,July2025
2025-08-01,Read (~20 min),daily,0,Week 4,July2025
2025-08-02,Read (~20 min),daily,0,Week 4,July2025
2025-08-03,Read (~20 min),daily,0,Week 4,July2025
2025-07-21,Vitamins,daily,0,Week 3,July2025
2025-07-22,Vitamins,daily,0,Week 3,July2025
2025-07-23,Vitamins,daily,0,Week 3,July2025
2025-07-24,Vitamins,daily,0,Week 3,July2025
2025-07-25,Vitamins,daily,0,Week 3,July2025
2025-07-26,Vitamins,daily,0,Week 3,July2025
2025-07-27,Vitamins,daily,0,Week 3,July2025
2025-07-28,Vitamins,daily,0,Week 4,July2025
2025-07-29,Vitamins,daily,0,Week 4,July2025
2025-07-30,Vitamins,daily,0,Week 4,July2025
2025-07-31,Vitamins,daily,0,Week 4,July2025
2025-08-01,Vitamins,daily,0,Week 4,July2025
2025-08-02,Vitamins,daily,0,Week 4,July2025
2025-08-03,Vitamins,daily,0,Week 4,July2025
2025-07-21,Duolingo,daily,0,Week 3,July2025
2025-07-22,Duolingo,daily,0,Week 3,July2025
2025-07-23,Duolingo,daily,0,Week 3,July2025
2025-07-24,Duolingo,daily,0,Week 3,July2025
2025-07-25,Duolingo,daily,0,Week 3,July2025
2025-07-26,Duolingo,daily,0,Week 3,July2025
2025-07-27,Duolingo,daily,0,Week 3,July2025
2025-07-28,Duolingo,daily,0,Week 4,July2025
2025-07-29,Duolingo,daily,0,Week 4,July2025
2025-07-30,Duolingo,daily,0,Week 4,July2025
2025-07-31,Duolingo,daily,0,Week 4,July2025
2025-08-01,Duolingo,daily,0,Week 4,July2025
2025-08-02,Duolingo,daily,0,Week 4,July2025
2025-08-03,Duolingo,daily,0,Week 4,July2025
2025-07-21,Cleaning,weekly,0,Week 3,July2025
2025-07-28,Cleaning,weekly,0,Week 4,July2025
2025-07-21,Grocery Shop,weekly,0,Week 3,July2025
2025-07-28,Grocery Shop,weekly,0,Week 4,July2025
2025-07-21,Meal Prep,weekly,0,Week 3,July2025
2025-07-28,Meal Prep,weekly,0,Week 4,July2025
2025-07-21,Website work (~2h),weekly,0,Week 3,July2025
2025-07-28,Website work (~2h),weekly,0,Week 4,July2025
2025-07-21,Recycling,weekly,0,Week 3,July2025
2025-07-28,Recycling,weekly,0,Week 4,July2025
2025-07-21,Trash,weekly,0,Week 3,July2025
2025-07-28,Trash,weekly,0,Week 4,July2025
2025-07-21,Shave/Trim,weekly,0,Week 3,July2025
2025-07-28,Shave/Trim,weekly,0,Week 4,July2025
2025-07-21,Water Plants,weekly,0,Week 3,July2025
2025-07-28,Water Plants,weekly,0,Week 4,July2025
2025-07-21,Weekend Exercise,weekly,0,Week 3,July2025
2025-07-28,Weekend Exercise,weekly,0,Week 4,July2025
2025-07-01,Wash Sheets,monthly,0,,July2025
2025-07-01,Haircut,monthly,0,,July2025
2025-07-01,Savings Deposit,monthly,0,,July2025
2025-07-01,Loan Payment,monthly,0,,July2025
2025-07-01,Wash mats,monthly,0,,July2025
2025-08-04,Exercise,daily,0,Week 1,August2025
2025-08-05,Exercise,daily,0,Week 1,August2025
2025-08-06,Exercise,daily,0,Week 1,August2025
2025-08-07,Exercise,daily,0,Week 1,August2025
2025-08-08,Exercise,daily,0,Week 1,August2025
2025-08-09,Exercise,daily,0,Week 1,August2025
2025-08-10,Exercise,daily,0,Week 1,August2025
2025-08-11,Exercise,daily,0,Week 2,August2025
2025-08-12,Exercise,daily,0,Week 2,August2025
2025-08-13,Exercise,daily,0,Week 2,August2025
2025-08-14,Exercise,daily,0,Week 2,August2025
2025-08-15,Exercise,daily,0,Week 2,August2025
2025-08-16,Exercise,daily,0,Week 2,August2025
2025-08-17,Exercise,daily,0,Week 2,August2025
2025-08-04,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-05,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-06,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-07,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-08,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-09,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-10,Stretch/Yoga (>20min),daily,0,Week 1,August2025
2025-08-11,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-12,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-13,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-14,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-15,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-16,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-17,Stretch/Yoga (>20min),daily,0,Week 2,August2025
2025-08-04,Social Media (<limit),daily,0,Week 1,August2025
2025-08-05,Social Media (<limit),daily,0,Week 1,August2025
2025-08-06,Social Media (<limit),daily,0,Week 1,August2025
2025-08-07,Social Media (<limit),daily,0,Week 1,August2025
2025-08-08,Social Media (<limit),daily,0,Week 1,August2025
2025-08-09,Social Media (<limit),daily,0,Week 1,August2025
2025-08-10,Social Media (<limit),daily,0,Week 1,August2025
2025-08-11,Social Media (<limit),daily,0,Week 2,August2025
2025-08-12,Social Media (<limit),daily,0,Week 2,August2025
2025-08-13,Social Media (<limit),daily,0,Week 2,August2025
2025-08-14,Social Media (<limit),daily,0,Week 2,August2025
2025-08-15,Social Media (<limit),daily,0,Week 2,August2025
2025-08-16,Social Media (<limit),daily,0,Week 2,August2025
2025-08-17,Social Media (<limit),daily,0,Week 2,August2025
2025-08-04,Eat in,daily,0,Week 1,August2025
2025-08-05,Eat in,daily,0,Week 1,August2025
2025-08-06,Eat in,daily,0,Week 1,August2025
2025-08-07,Eat in,daily,0,Week 1,August2025
2025-08-08,Eat in,daily,0,Week 1,August2025
2025-08-09,Eat in,daily,0,Week 1,August2025
2025-08-10,Eat in,daily,0,Week 1,August2025
2025-08-11,Eat in,daily,0,Week 2,August2025
2025-08-12,Eat in,daily,0,Week 2,August2025
2025-08-13,Eat in,daily,0,Week 2,August2025
2025-08-14,Eat in,daily,0,Week 2,August2025
2025-08-15,Eat in,daily,0,Week 2,August2025
2025-08-16,Eat in,daily,0,Week 2,August2025
2025-08-17,Eat in,daily,0,Week 2,August2025
2025-08-04,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-05,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-06,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-07,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-08,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-09,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-10,Review Budget/Goals,daily,0,Week 1,August2025
2025-08-11,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-12,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-13,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-14,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-15,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-16,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-17,Review Budget/Goals,daily,0,Week 2,August2025
2025-08-04,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-05,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-06,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-07,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-08,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-09,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-10,(2x)Brush+(1x)Floss,daily,0,Week 1,August2025
2025-08-11,(2x)Brush+(1x)Floss,daily,0,Week 2,August2025
2025-08-12,(2x)Brush+(1x)Floss,daily,0,Week 2,August2025
2025-08-13,(2x)Brush+(1x)Floss,daily,0,Week 2,August2025
